60
42
           .2480e+03 .3470e+03 .4000e+03 .4500e+03 .5000e+03 .5500e+03 .6000e+03 .6500e+03 .7000e+03 .7500e+03 .8000e+03 .8500e+03 .9000e+03 .1060e+04 .1670e+04 .2000e+04 .2200e+04 .2400e+04 .2600e+04 .2800e+04 .3000e+04 .3200e+04 .3400e+04 .3600e+04 .3800e+04 .4000e+04 .5300e+04 .6000e+04 .6200e+04 .6400e+04 .6600e+04 .6800e+04 .7000e+04 .7200e+04 .7400e+04 .7600e+04 .7800e+04 .8000e+04 .8600e+04 .8800e+04 .9000e+04 .9200e+04 .9400e+04 .9600e+04 .9800e+04 .1000e+05 .1020e+05 .1040e+05 .1060e+05 .1160e+05 .1180e+05 .1200e+05 .1220e+05 .1240e+05 .1260e+05 .1280e+05 .1300e+05 .1320e+05 .1340e+05 .1360e+05
 .0000e+00 .2178e+00 .1673e+00 .1463e+00 .1319e+00 .1202e+00 .1100e+00 .1014e+00 .9390e-01 .8782e-01 .8266e-01 .7832e-01 .7469e-01 .7144e-01 .6438e-01 .5098e-01 .4806e-01 .4629e-01 .4532e-01 .4428e-01 .4070e-01 .4720e-01 .4830e-01 .4729e-01 .4601e-01 .4526e-01 .4475e-01 .4072e-01 .3306e-01 .3452e-01 .3400e-01 .3436e-01 .3825e-01 .4096e-01 .4066e-01 .3920e-01 .3487e-01 .3057e-01 .2766e-01 .3724e-01 .4053e-01 .4113e-01 .3910e-01 .4114e-01 .4311e-01 .4040e-01 .3592e-01 .3317e-01 .3159e-01 .3047e-01 .2749e-01 .2592e-01 .2440e-01 .2313e-01 .2448e-01 .2680e-01 .2737e-01 .2720e-01 .2669e-01 .2596e-01 .2555e-01
 .1000e+01 .3164e-01 .2573e-01 .2329e-01 .2162e-01 .2027e-01 .1899e-01 .1786e-01 .1690e-01 .1608e-01 .1541e-01 .1488e-01 .1443e-01 .1408e-01 .1322e-01 .1122e-01 .1056e-01 .1009e-01 .9722e-02 .9204e-02 .7844e-02 .9521e-02 .9928e-02 .9608e-02 .9240e-02 .8954e-02 .8697e-02 .7005e-02 .5445e-02 .5860e-02 .5678e-02 .5793e-02 .6535e-02 .7063e-02 .7090e-02 .6362e-02 .5363e-02 .4551e-02 .4128e-02 .6179e-02 .6880e-02 .7124e-02 .6895e-02 .7325e-02 .7628e-02 .6783e-02 .5804e-02 .5266e-02 .4963e-02 .4746e-02 .4350e-02 .4054e-02 .3816e-02 .3670e-02 .3993e-02 .4451e-02 .4513e-02 .4443e-02 .4330e-02 .4197e-02 .4135e-02
 .2000e+01 .1615e-01 .1303e-01 .1183e-01 .1091e-01 .1018e-01 .9554e-02 .8996e-02 .8494e-02 .8043e-02 .7655e-02 .7324e-02 .7056e-02 .6832e-02 .6307e-02 .5481e-02 .5191e-02 .5052e-02 .4905e-02 .4554e-02 .4236e-02 .4573e-02 .4960e-02 .4780e-02 .4630e-02 .4451e-02 .4319e-02 .3418e-02 .2530e-02 .2485e-02 .2422e-02 .2659e-02 .3198e-02 .3613e-02 .3682e-02 .3561e-02 .2814e-02 .2148e-02 .1823e-02 .3240e-02 .3656e-02 .3946e-02 .3982e-02 .4222e-02 .4238e-02 .3812e-02 .3383e-02 .3097e-02 .2872e-02 .2773e-02 .2582e-02 .3342e-02 .2105e-02 .1967e-02 .2070e-02 .2390e-02 .2441e-02 .2414e-02 .2292e-02 .2144e-02 .2058e-02
 .3000e+01 .8084e-02 .6414e-02 .5824e-02 .5347e-02 .4937e-02 .4600e-02 .4316e-02 .4068e-02 .3858e-02 .3664e-02 .3507e-02 .3371e-02 .3253e-02 .2969e-02 .2598e-02 .2532e-02 .2480e-02 .2440e-02 .2392e-02 .2254e-02 .2293e-02 .2344e-02 .2363e-02 .2285e-02 .2186e-02 .2123e-02 .1536e-02 .9869e-03 .9504e-03 .9688e-03 .1181e-02 .1546e-02 .1767e-02 .1911e-02 .1759e-02 .1148e-02 .7233e-03 .5820e-03 .1736e-02 .1841e-02 .2141e-02 .2114e-02 .2109e-02 .2074e-02 .1967e-02 .1890e-02 .1829e-02 .1675e-02 .1534e-02 .1301e-02 .1177e-02 .1027e-02 .8566e-03 .1019e-02 .1134e-02 .1238e-02 .1236e-02 .1181e-02 .1083e-02 .1004e-02
 .4000e+01 .4587e-02 .3683e-02 .3351e-02 .3079e-02 .2835e-02 .2632e-02 .2458e-02 .2307e-02 .2176e-02 .2057e-02 .1953e-02 .1864e-02 .1788e-02 .1603e-02 .1319e-02 .1271e-02 .1245e-02 .1218e-02 .1189e-02 .1126e-02 .1149e-02 .1172e-02 .1177e-02 .1134e-02 .1082e-02 .1050e-02 .7666e-03 .5015e-03 .4808e-03 .4876e-03 .5972e-03 .7918e-03 .9071e-03 .9703e-03 .8886e-03 .5868e-03 .3746e-03 .3016e-03 .8987e-03 .9468e-03 .1097e-02 .1063e-02 .1057e-02 .1036e-02 .9803e-03 .9422e-03 .9180e-03 .8409e-03 .7703e-03 .6561e-03 .5961e-03 .5223e-03 .4372e-03 .5149e-03 .5706e-03 .6233e-03 .6235e-03 .5981e-03 .5500e-03 .5113e-03
 .5000e+01 .2612e-02 .2128e-02 .1943e-02 .1788e-02 .1650e-02 .1530e-02 .1426e-02 .1335e-02 .1252e-02 .1180e-02 .1116e-02 .1060e-02 .1011e-02 .8865e-03 .6916e-03 .6527e-03 .6349e-03 .6199e-03 .6022e-03 .5711e-03 .5864e-03 .5968e-03 .5953e-03 .5709e-03 .5433e-03 .5273e-03 .3866e-03 .2575e-03 .2463e-03 .2491e-03 .3071e-03 .4127e-03 .4734e-03 .5007e-03 .4543e-03 .3025e-03 .1959e-03 .1581e-03 .4736e-03 .4960e-03 .5736e-03 .5458e-03 .5405e-03 .5272e-03 .4957e-03 .4768e-03 .4664e-03 .4271e-03 .3913e-03 .3346e-03 .3051e-03 .2684e-03 .2257e-03 .2637e-03 .2914e-03 .3180e-03 .3185e-03 .3066e-03 .2825e-03 .2633e-03
 .6000e+01 .1499e-02 .1240e-02 .1136e-02 .1049e-02 .9705e-03 .9006e-03 .8396e-03 .7841e-03 .7339e-03 .6892e-03 .6503e-03 .6155e-03 .5844e-03 .5023e-03 .3718e-03 .3453e-03 .3312e-03 .3209e-03 .3105e-03 .2963e-03 .3051e-03 .3088e-03 .3056e-03 .2921e-03 .2769e-03 .2682e-03 .1975e-03 .1340e-03 .1278e-03 .1286e-03 .1602e-03 .2192e-03 .2523e-03 .2621e-03 .2350e-03 .1574e-03 .1030e-03 .8316e-04 .2535e-03 .2641e-03 .3053e-03 .2836e-03 .2795e-03 .2714e-03 .2537e-03 .2434e-03 .2389e-03 .2189e-03 .2008e-03 .1727e-03 .1580e-03 .1394e-03 .1180e-03 .1366e-03 .1505e-03 .1641e-03 .1646e-03 .1587e-03 .1468e-03 .1372e-03
 .7000e+01 .1230e-02 .9849e-03 .8903e-03 .8111e-03 .7401e-03 .6783e-03 .6243e-03 .5760e-03 .5331e-03 .4949e-03 .4615e-03 .4323e-03 .4065e-03 .3392e-03 .2326e-03 .2123e-03 .2024e-03 .1943e-03 .1859e-03 .1764e-03 .1852e-03 .1891e-03 .1857e-03 .1735e-03 .1611e-03 .1542e-03 .1041e-03 .7105e-04 .6927e-04 .7048e-04 .9178e-04 .1325e-03 .1548e-03 .1598e-03 .1354e-03 .8595e-04 .5874e-04 .5160e-04 .1636e-03 .1672e-03 .1922e-03 .1704e-03 .1665e-03 .1598e-03 .1454e-03 .1386e-03 .1375e-03 .1220e-03 .1085e-03 .9116e-04 .8138e-04 .7132e-04 .6165e-04 .7325e-04 .8139e-04 .8773e-04 .8753e-04 .8336e-04 .7640e-04 .7183e-04
 .8000e+01 .1022e-02 .7926e-03 .7058e-03 .6347e-03 .5719e-03 .5174e-03 .4704e-03 .4288e-03 .3924e-03 .3602e-03 .3323e-03 .3080e-03 .2867e-03 .2321e-03 .1471e-03 .1310e-03 .1231e-03 .1168e-03 .1106e-03 .1054e-03 .1136e-03 .1178e-03 .1147e-03 .1044e-03 .9472e-04 .8973e-04 .5617e-04 .3919e-04 .3889e-04 .3974e-04 .5414e-04 .8291e-04 .9842e-04 .1014e-03 .8220e-04 .5039e-04 .3642e-04 .3476e-04 .1103e-03 .1100e-03 .1249e-03 .1049e-03 .1015e-03 .9619e-04 .8520e-04 .8166e-04 .8331e-04 .7143e-04 .6118e-04 .4974e-04 .4350e-04 .3787e-04 .3347e-04 .4043e-04 .4514e-04 .4817e-04 .4797e-04 .4524e-04 .4133e-04 .3916e-04
