  0.200    1.526  1.07e-8 
  0.250    1.512  1.07e-8 
  0.300    1.496  1.07e-8 
  0.337    1.484  1.07e-8 
  0.400    1.464  1.07e-8 
  0.488    1.456  1.07e-8 
  0.515    1.454  1.07e-8 
  0.550    1.454  1.07e-8 
  0.633    1.452  1.56e-8 
  0.694    1.452  2.12e-8 
  0.860    1.448  1.90e-7 
  1.060    1.443  1.60e-6 
  1.300    1.432  1.06e-5 
  1.536    1.425  1.46e-4 
  1.800    1.411  5.85e-4 
  2.000    1.405  0.00134 
  2.250    1.390  0.00192 
  2.500    1.362  0.00399 
  2.700    1.319  0.00604 
  3.000    1.288  0.0875   
  3.200    1.292  0.144     
  3.392    1.366  0.178     
  3.500    1.383  0.179     
  3.750    1.420  0.165     
  4.000    1.435  0.151     
  4.500     1.427  0.156    
  5.000     1.411  0.137    
  5.500    1.376  0.195     
  6.000    1.485  0.195     
  6.200    1.485  0.147     
  6.500    1.421  0.0841   
  7.200    1.235  0.166     
  7.900    1.148  0.461     
  8.200    1.220  0.709     
  8.500    1.457  0.840     
  8.700    1.753  0.817     
  9.000    1.767  0.604     
  9.200    1.704  0.557     
  9.500    1.791  0.736     
  9.800    2.128  0.465     
 10.000    2.094  0.306    
 10.591    1.805  0.210    
 11.000    1.823  0.433    
 11.500    2.024  0.199    
 12.500    1.808  0.110    
 13.000    1.790  0.112    
 14.000    1.739  0.134    
 14.800    1.663  0.163    
 15.000    1.656  0.181    
 16.400    1.692  0.463    
 17.200    2.003  0.616    
 18.000    2.207  0.166    
 18.500    2.041  0.0940  
 20.000    1.895  0.0558  
 21.300    1.809  0.146    
 22.500    1.942  0.187    
 25.000    1.993  0.0274  
 27.900    0.000  0.000    
 30.000    0.000  0.000    
 35.000    0.000  0.000    
 40.000    0.000  0.000    
 50.000    0.000  0.000    
