0.2 	1.45	 4.5e-3
0.25	1.45	2.7e-3 
0.3	1.45	1.8e-3
0.35	1.45	1.1e-3
0.4	1.45	5.6e-3
0.5	1.45 1.5e-04
0.53 1.45  3.1e-5
0.6	1.45	5.0e-5
0.69	1.45	5.0e-05
0.8	1.45	5.0e-05
0.86	1.45	5.0e-05
0.9	1.45	6.0e-05
1.06	1.45	6.0e-05
1.2	1.45	1.2e-04
1.4	1.45	1.92e-04
1.67	1.45	2.75e-04
1.8	1.45	3.11e-04
2.0	1.45	1.07e-03
2.35	1.45	1.45e-03
2.5	1.43	1.56e-02
3.0	1.61	1.33e-01

